Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"722302394","650061829","CORR","","2023-06-07T12:39:42Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T12:39:42Z","2023-06-07","2023-06-14","","false","BBSF","true","true","","7,000,000","49,841,628","USD","CNY","","","","","","","","","","","","","","","","","7000000","","USD","","51000000","","CNY","","7.1202","CNY/USD","2023-06-14","","","22,225.1016","USD","","","","","","","7.1202","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302395","648371679","CORR","","2023-06-06T10:54:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-06T10:54:30Z","2023-06-06","2023-07-06","","false","BBSF","false","true","","60,351,000","430,000,000","USD","CNY","","","","","","","","","","","","","","","","","60351000","","USD","","430000875","","CNY","","7.125","CNY/USD","2023-07-06","","","359,842.8375","USD","","","","","","","7.125","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302396","648371680","CORR","","2023-06-06T10:54:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-06T10:54:30Z","2023-06-06","2023-07-06","","false","BBSF","false","true","","76,124,250","550,000,000","USD","CNY","","","","","","","","","","","","","","","","","76124250","","USD","","549997706","","CNY","","7.225","CNY/USD","2023-07-06","","","143,874.8325","USD","","","","","","","7.225","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302397","650486185","CORR","","2023-06-07T18:53:44Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T18:53:44Z","2023-06-07","2023-06-09","","false","BBSF","false","true","","25,000,000","177,500,000","USD","CNY","","","","","","","","","","","","","","","","","25000000","","USD","","180000000","","CNY","","7.1","CNY/USD","2023-06-09","","","163,500","USD","","","","","","","7.1","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302398","650486184","CORR","","2023-06-07T18:53:44Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T18:53:44Z","2023-06-07","2023-06-09","","false","BBSF","false","true","","25,000,000","178,125,000","USD","CNY","","","","","","","","","","","","","","","","","25000000","","USD","","180000000","","CNY","","7.125","CNY/USD","2023-06-09","","","93,000","USD","","","","","","","7.125","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302399","650202589","CORR","","2023-06-07T16:19:23Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T16:19:23Z","2023-06-07","2023-07-07","","false","BBSF","false","true","","39,455,600","290,000,000","USD","CNY","","","","","","","","","","","","","","","","","39455600","","USD","","289998660","","CNY","","7.35","CNY/USD","2023-07-07","","","13,809.46","USD","","","","","","","7.35","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302400","682774867","CORR","","2023-06-07T17:01:09Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T17:01:09Z","2023-06-07","2023-07-06","","false","BBSF","true","true","","9,946,800","72,000,000","USD","CNY","","","","","","","","","","","","","","","","","9946800","","USD","","71999912","","CNY","","7.2385","CNY/USD","2023-07-06","","","19,197.324","USD","","","","","","","7.2385","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302401","650355268","CORR","","2023-06-07T17:01:09Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T17:01:09Z","2023-06-07","2023-07-06","","false","BBSF","true","true","","10,000,000","70,365,000","USD","CNY","","","","","","","","","","","","","","","","","70000000","","CNY","","10000000","","USD","","7.0365","USD/CNY","2023-07-06","","","17,590","USD","","","","","","","7.0365","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302402","651664022","CORR","","2023-06-08T12:49:53Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-08T12:49:53Z","2023-06-08","2023-06-15","","false","BBSF","true","false","","3,646,728","26,000,000","USD","CNY","","","","","","","","","","","","","","","","","26000077","","CNY","","3646728","","USD","","7.1297","USD/CNY","2023-06-15","","","12,216.5388","USD","","","","","","","7.1297","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302403","651664023","CORR","","2023-06-08T12:49:53Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-08T12:49:53Z","2023-06-08","2023-06-15","","false","BBSF","true","false","","3,646,728","26,000,000","USD","CNY","","","","","","","","","","","","","","","","","3646728","","USD","","26000077","","CNY","","7.1297","CNY/USD","2023-06-15","","","12,307.707","USD","","","","","","","7.1297","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302404","653331032","CORR","","2023-06-09T12:52:52Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-09T12:52:52Z","2023-06-09","2023-06-16","","false","BBSF","true","false","","3,781,874","27,000,000","USD","CNY","","","","","","","","","","","","","","","","","3781874","","USD","","26999933","","CNY","","7.1393","CNY/USD","2023-06-16","","","12,294.87237","USD","","","","","","","7.1393","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302405","658127732","CORR","","2023-06-12T12:55:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-12T12:55:24Z","2023-06-12","2023-06-19","","false","BBSF","true","false","","3,917,550","28,000,000","USD","CNY","","","","","","","","","","","","","","","","","3917550","","USD","","27999905","","CNY","","7.1473","CNY/USD","2023-06-19","","","13,123.7925","USD","","","","","","","7.1473","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302406","653331033","CORR","","2023-06-09T12:52:52Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-09T12:52:52Z","2023-06-09","2023-06-16","","false","BBSF","true","false","","3,781,874","27,000,000","USD","CNY","","","","","","","","","","","","","","","","","26999933","","CNY","","3781874","","USD","","7.1393","USD/CNY","2023-06-16","","","12,385.63735","USD","","","","","","","7.1393","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302407","650202588","CORR","","2023-06-07T16:19:23Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T16:19:23Z","2023-06-07","2023-07-07","","false","BBSF","false","true","","82,758,400","600,000,000","USD","CNY","","","","","","","","","","","","","","","","","82758400","","USD","","599998400","","CNY","","7.25","CNY/USD","2023-07-07","","","116,689.344","USD","","","","","","","7.25","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302408","650202586","CORR","","2023-06-07T16:19:23Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T16:19:23Z","2023-06-07","2023-07-07","","false","BBSF","false","true","","40,559,600","290,000,000","USD","CNY","","","","","","","","","","","","","","","","","40559600","","USD","","290001140","","CNY","","7.15","CNY/USD","2023-07-07","","","194,686.08","USD","","","","","","","7.15","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302409","658127733","CORR","","2023-06-12T12:55:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-12T12:55:24Z","2023-06-12","2023-06-19","","false","BBSF","true","false","","3,917,550","28,000,000","USD","CNY","","","","","","","","","","","","","","","","","27999905","","CNY","","3917550","","USD","","7.1473","USD/CNY","2023-06-19","","","12,829.97625","USD","","","","","","","7.1473","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302410","656767459","CORR","","2023-06-12T02:36:44Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-12T02:36:44Z","2023-06-12","2023-06-16","","false","BBSF","true","true","","10,000,000","71,400,000","USD","CNY","","","","","","","","","","","","","","","","","10000000","","USD","","71000000","","CNY","","7.14","CNY/USD","2023-06-16","","","47,100","USD","","","","","","","7.14","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302411","656767461","CORR","","2023-06-12T02:36:44Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-12T02:36:44Z","2023-06-12","2023-07-12","","false","BBSF","true","true","","15,214,350","110,000,000","USD","CNY","","","","","","","","","","","","","","","","","15214350","","USD","","109999751","","CNY","","7.23","CNY/USD","2023-07-12","","","40,013.7405","USD","","","","","","","7.23","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302412","656767458","CORR","","2023-06-12T02:36:44Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-12T02:36:44Z","2023-06-12","2023-06-16","","false","BBSF","true","true","","10,000,000","70,700,000","USD","CNY","","","","","","","","","","","","","","","","","10000000","","USD","","71000000","","CNY","","7.07","CNY/USD","2023-06-16","","","121,950","USD","","","","","","","7.07","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302413","660456628","CORR","","2023-06-13T12:54:05Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-13T12:54:05Z","2023-06-13","2023-06-20","","false","BBSF","true","false","","6,000,000","42,908,357","USD","CNY","","","","","","","","","","","","","","","","","6000000","","USD","","45000000","","CNY","","7.1514","CNY/USD","2023-06-20","","","20,960.93142","USD","","","","","","","7.1514","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302414","660456625","CORR","","2023-06-13T12:54:05Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-13T12:54:05Z","2023-06-13","2023-06-20","","false","BBSF","true","false","","6,000,000","42,908,357","USD","CNY","","","","","","","","","","","","","","","","","45000000","","CNY","","6000000","","USD","","7.1514","USD/CNY","2023-06-20","","","18,819.0288","USD","","","","","","","7.1514","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302415","709919250","CORR","","2023-06-14T12:51:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-14T12:51:43Z","2023-06-14","2023-06-21","","false","BBSF","true","false","","6,145,688","44,000,000","USD","CNY","","","","","","","","","","","","","","","","","6145688","","USD","","44000053","","CNY","","7.1595","CNY/USD","2023-06-21","","","17,269.38328","USD","","","","","","","7.1595","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302416","709918940","CORR","","2023-06-14T12:51:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-14T12:51:43Z","2023-06-14","2023-06-21","","false","BBSF","true","false","","6,145,688","44,000,000","USD","CNY","","","","","","","","","","","","","","","","","44000053","","CNY","","6145688","","USD","","7.1595","USD/CNY","2023-06-21","","","18,006.86584","USD","","","","","","","7.1595","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302417","664004007","CORR","","2023-06-14T11:03:57Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-14T11:03:57Z","2023-06-14","2023-06-15","","false","BBSF","true","false","","4,000,000","28,584,000","USD","CNY","","","","","","","","","","","","","","","","","29000000","","CNY","","4000000","","USD","","7.146","USD/CNY","2023-06-15","","","2,836","USD","","","","","","","7.146","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302418","665122733","CORR","","2023-06-14T11:03:57Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-14T11:03:57Z","2023-06-14","2023-06-16","","false","BBSF","true","false","","4,000,000","28,568,000","USD","CNY","","","","","","","","","","","","","","","","","29000000","","CNY","","4000000","","USD","","7.142","USD/CNY","2023-06-16","","","4,016","USD","","","","","","","7.142","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302419","665107995","CORR","","2023-06-16T12:51:55Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-16T12:51:55Z","2023-06-16","2023-06-23","","false","BBSF","true","true","","11,784,188","84,000,000","USD","CNY","","","","","","","","","","","","","","","","","84000049","","CNY","","11784188","","USD","","7.1282","USD/CNY","2023-06-23","","","41,833.8674","USD","","","","","","","7.1282","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302420","666709732","CORR","","2023-06-19T13:09:10Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-19T13:09:10Z","2023-06-19","2023-06-26","","false","BBSF","true","true","","13,540,840","97,000,000","USD","CNY","","","","","","","","","","","","","","","","","13540840","","USD","","96999807","","CNY","","7.1635","CNY/USD","2023-06-26","","","36,560.268","USD","","","","","","","7.1635","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302421","666709733","CORR","","2023-06-19T13:09:10Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-19T13:09:10Z","2023-06-19","2023-06-26","","false","BBSF","true","true","","13,540,840","97,000,000","USD","CNY","","","","","","","","","","","","","","","","","96999807","","CNY","","13540840","","USD","","7.1635","USD/CNY","2023-06-26","","","41,502.6746","USD","","","","","","","7.1635","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
