Dissemination Identifier,Original Dissemination Identifier,Action type,Event type,Event timestamp,Amendment indicator,Asset Class,Product name,Cleared,Mandatory clearing indicator,Execution Timestamp,Effective Date,Expiration Date,Maturity date of the underlier,Non-standardized term indicator,Platform identifier,Prime brokerage transaction indicator,Block trade election indicator,Large notional off-facility swap election indicator,Notional amount-Leg 1,Notional amount-Leg 2,Notional currency-Leg 1,Notional currency-Leg 2,Notional quantity-Leg 1,Notional quantity-Leg 2,Total notional quantity-Leg 1,Total notional quantity-Leg 2,Quantity frequency multiplier-Leg 1,Quantity frequency multiplier-Leg 2,Quantity unit of measure-Leg 1,Quantity unit of measure-Leg 2,Quantity frequency-Leg 1,Quantity frequency-Leg 2,Notional amount in effect on associated effective date-Leg 1,Notional amount in effect on associated effective date-Leg 2,Effective date of the notional amount-Leg 1,Effective date of the notional amount-Leg 2,End date of the notional amount-Leg 1,End date of the notional amount-Leg 2,Call amount-Leg 1,Call amount-Leg 2,Call currency-Leg 1,Call currency-Leg 2,Put amount-Leg 1,Put amount-Leg 2,Put currency-Leg 1,Put currency-Leg 2,Exchange rate,Exchange rate basis,First exercise date,Fixed rate-Leg 1,Fixed rate-Leg 2,Option Premium Amount,Option Premium Currency,Price,Price unit of measure,Spread-Leg 1,Spread-Leg 2,Spread currency-Leg 1,Spread currency-Leg 2,Strike Price,Strike price currency/currency pair,Post-priced swap indicator,Price currency,Price notation,Spread notation-Leg 1,Spread notation-Leg 2,Strike price notation,Fixed rate day count convention-leg 1,Fixed rate day count convention-leg 2,Floating rate day count convention-leg 1,Floating rate day count convention-leg 2,Floating rate reset frequency period-leg 1,Floating rate reset frequency period-leg 2,Floating rate reset frequency period multiplier-leg 1,Floating rate reset frequency period multiplier-leg 2,Other payment amount,Fixed rate payment frequency period-Leg 1,Floating rate payment frequency period-Leg 1,Fixed rate payment frequency period-Leg 2,Floating rate payment frequency period-Leg 2,Fixed rate payment frequency period multiplier-Leg 1,Floating rate payment frequency period multiplier-Leg 1,Fixed rate payment frequency period multiplier-Leg 2,Floating rate payment frequency period multiplier-Leg 2,Other payment type,Other payment currency,Settlement currency-Leg 1,Settlement currency-Leg 2,Settlement location-Leg 1,Settlement location-Leg 2,Collateralisation category,Custom basket indicator,Index factor,Underlier ID-Leg 1,Underlier ID-Leg 2,Underlier ID source-Leg 1,Underlying Asset Name,Underlying asset subtype or underlying contract subtype-Leg 1,Underlying asset subtype or underlying contract subtype-Leg 2,Embedded Option type,Option Type,Option Style,Package indicator,Package transaction price,Package transaction price currency,Package transaction price notation,Package transaction spread,Package transaction spread currency,Package transaction spread notation,Physical delivery location-Leg 1,Delivery Type
"722302347","662282485","CORR","","2023-05-12T20:32:51Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-12T20:32:51Z","2023-05-12","2023-06-14","","false","BBSF","true","true","","10,056,700","71,000,000","USD","CNY","","","","","","","","","","","","","","","","","10056700","","USD","","71000302","","CNY","","7.06","CNY/USD","2023-06-14","","","19,399.3743","USD","","","","","","","7.06","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302348","623327637","CORR","","2023-05-15T12:37:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-15T12:37:41Z","2023-05-15","2023-05-22","","false","BBSF","true","true","","9,053,954","63,000,000","USD","CNY","","","","","","","","","","","","","","","","","9053954","","USD","","63000128","","CNY","","6.9583","CNY/USD","2023-05-22","","","21,955.83845","USD","","","","","","","6.9583","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302349","626441559","CORR","","2023-05-17T17:23:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-17T17:23:30Z","2023-05-17","2023-06-13","","false","BBSF","true","true","","9,957,900","71,000,000","USD","CNY","","","","","","","","","","","","","","","","","9957900","","USD","","70999827","","CNY","","7.13","CNY/USD","2023-06-13","","","10,455.795","USD","","","","","","","7.13","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302350","626199178","CORR","","2023-05-17T13:30:47Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-17T13:30:47Z","2023-05-17","2023-05-24","","false","BBSF","true","true","","9,138,038","64,000,000","USD","CNY","","","","","","","","","","","","","","","","","64000077","","CNY","","9138038","","USD","","7.0037","USD/CNY","2023-05-24","","","28,556.36875","USD","","","","","","","7.0037","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302351","626199173","CORR","","2023-05-17T13:30:47Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-17T13:30:47Z","2023-05-17","2023-05-24","","false","BBSF","true","true","","9,138,038","64,000,000","USD","CNY","","","","","","","","","","","","","","","","","9138038","","USD","","64000077","","CNY","","7.0037","CNY/USD","2023-05-24","","","27,642.56495","USD","","","","","","","7.0037","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302352","627448897","CORR","","2023-05-18T12:46:35Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-18T12:46:35Z","2023-05-18","2023-05-25","","false","BBSF","true","true","","10,787,688","76,000,000","USD","CNY","","","","","","","","","","","","","","","","","10787688","","USD","","76000341","","CNY","","7.0451","CNY/USD","2023-05-25","","","36,232.64764","USD","","","","","","","7.0451","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302353","665122734","CORR","","2023-05-16T02:05:48Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-16T02:05:48Z","2023-05-16","2023-06-16","","false","BBSF","true","true","","10,042,400","71,000,000","USD","CNY","","","","","","","","","","","","","","","","","10042400","","USD","","70999768","","CNY","","7.07","CNY/USD","2023-06-16","","","14,270.2504","USD","","","","","","","7.07","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302354","624930638","CORR","","2023-05-16T12:43:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-16T12:43:43Z","2023-05-16","2023-05-23","","false","BBSF","true","true","","8,449,850","59,000,000","USD","CNY","","","","","","","","","","","","","","","","","8449850","","USD","","59000233","","CNY","","6.9824","CNY/USD","2023-05-23","","","19,857.1475","USD","","","","","","","6.9824","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302355","627448898","CORR","","2023-05-18T12:46:35Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-18T12:46:35Z","2023-05-18","2023-05-25","","false","BBSF","true","true","","10,787,688","76,000,000","USD","CNY","","","","","","","","","","","","","","","","","76000341","","CNY","","10787688","","USD","","7.0451","USD/CNY","2023-05-25","","","37,015.75388","USD","","","","","","","7.0451","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302356","624935150","CORR","","2023-05-16T13:20:00Z","","FX","ForeignExchange:SimpleExotic:Barrier","N","false","2023-05-16T13:20:00Z","2023-05-16","2023-08-16","","false","BBSF","false","true","","50,000,000","350,000,000","USD","CNY","","","","","","","","","","","","","","","","","50000000","","USD","","350000000","","CNY","","7","CNY/USD","2023-05-16","","","68,950","USD","","","","","","","7","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","AMERICAN","false","","","","","","","",""
"722302357","624930639","CORR","","2023-05-16T12:43:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-16T12:43:43Z","2023-05-16","2023-05-23","","false","BBSF","true","true","","8,449,850","59,000,000","USD","CNY","","","","","","","","","","","","","","","","","59000233","","CNY","","8449850","","USD","","6.9824","USD/CNY","2023-05-23","","","21,124.625","USD","","","","","","","6.9824","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302358","627404075","CORR","","2023-05-18T11:47:05Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-18T11:47:05Z","2023-05-18","2023-06-09","","false","BBSF","false","true","","25,000,000","173,750,000","USD","CNY","","","","","","","","","","","","","","","","","25000000","","USD","","170000000","","CNY","","6.95","CNY/USD","2023-06-09","","","336,750","USD","","","","","","","6.95","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302359","628851674","CORR","","2023-05-19T13:13:21Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-19T13:13:21Z","2023-05-19","2023-05-26","","false","BBSF","true","true","","11,970,600","84,000,000","USD","CNY","","","","","","","","","","","","","","","","","11970600","","USD","","84000094","","CNY","","7.0172","CNY/USD","2023-05-26","","","42,256.218","USD","","","","","","","7.0172","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302360","628851675","CORR","","2023-05-19T13:13:21Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-19T13:13:21Z","2023-05-19","2023-05-26","","false","BBSF","true","true","","11,970,600","84,000,000","USD","CNY","","","","","","","","","","","","","","","","","84000094","","CNY","","11970600","","USD","","7.0172","USD/CNY","2023-05-26","","","35,253.417","USD","","","","","","","7.0172","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302361","627404076","CORR","","2023-05-18T11:47:05Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-18T11:47:05Z","2023-05-18","2023-06-09","","false","BBSF","false","true","","50,704,000","360,000,000","USD","CNY","","","","","","","","","","","","","","","","","50704000","","USD","","359998400","","CNY","","7.1","CNY/USD","2023-06-09","","","133,351.52","USD","","","","","","","7.1","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302362","630411748","CORR","","2023-05-22T13:00:05Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-22T13:00:05Z","2023-05-22","2023-05-29","","false","BBSF","true","true","","12,077,494","85,000,000","USD","CNY","","","","","","","","","","","","","","","","","85000195","","CNY","","12077494","","USD","","7.0379","USD/CNY","2023-05-29","","","33,998.64468","USD","","","","","","","7.0379","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302363","630411747","CORR","","2023-05-22T13:00:05Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-22T13:00:05Z","2023-05-22","2023-05-29","","false","BBSF","true","true","","12,077,494","85,000,000","USD","CNY","","","","","","","","","","","","","","","","","12077494","","USD","","85000195","","CNY","","7.0379","CNY/USD","2023-05-29","","","34,662.40778","USD","","","","","","","7.0379","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302364","668532267","CORR","","2023-05-22T17:57:57Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-22T17:57:57Z","2023-05-22","2023-06-21","","false","BBSF","false","false","","2,000,000","14,058,600","USD","CNY","","","","","","","","","","","","","","","","","2000000","","USD","","14000000","","CNY","","7.0293","CNY/USD","2023-06-21","","","12,580","USD","","","","","","","7.0293","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302365","630683161","CORR","","2023-05-22T17:57:57Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-22T17:57:57Z","2023-05-22","2023-06-21","","false","BBSF","false","false","","2,000,000","14,058,600","USD","CNY","","","","","","","","","","","","","","","","","14000000","","CNY","","2000000","","USD","","7.0293","USD/CNY","2023-06-21","","","12,680","USD","","","","","","","7.0293","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302366","632997031","CORR","","2023-05-24T13:03:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-24T13:03:16Z","2023-05-24","2023-05-31","","false","BBSF","true","true","","9,000,000","63,478,800","USD","CNY","","","","","","","","","","","","","","","","","9000000","","USD","","63000000","","CNY","","7.0532","CNY/USD","2023-05-31","","","24,300","USD","","","","","","","7.0532","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302367","631666316","CORR","","2023-05-23T12:57:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-23T12:57:30Z","2023-05-23","2023-05-30","","false","BBSF","true","false","","4,812,048","34,000,000","USD","CNY","","","","","","","","","","","","","","","","","34000006","","CNY","","4812048","","USD","","7.0656","USD/CNY","2023-05-30","","","13,233.132","USD","","","","","","","7.0656","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302368","631666315","CORR","","2023-05-23T12:57:30Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-23T12:57:30Z","2023-05-23","2023-05-30","","false","BBSF","true","false","","4,812,048","34,000,000","USD","CNY","","","","","","","","","","","","","","","","","4812048","","USD","","34000006","","CNY","","7.0656","CNY/USD","2023-05-30","","","12,992.5296","USD","","","","","","","7.0656","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302369","632997030","CORR","","2023-05-24T13:03:16Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-24T13:03:16Z","2023-05-24","2023-05-31","","false","BBSF","true","true","","9,000,000","63,478,800","USD","CNY","","","","","","","","","","","","","","","","","63000000","","CNY","","9000000","","USD","","7.0532","USD/CNY","2023-05-31","","","24,075","USD","","","","","","","7.0532","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302370","633298486","CORR","","2023-05-24T18:49:41Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-24T18:49:41Z","2023-05-24","2023-06-16","","false","BBSF","true","true","","9,944,000","71,000,000","USD","CNY","","","","","","","","","","","","","","","","","9944000","","USD","","71000160","","CNY","","7.14","CNY/USD","2023-06-16","","","16,914.744","USD","","","","","","","7.14","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","false","","","","","","","",""
"722302371","634474486","CORR","","2023-05-25T13:00:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-25T13:00:19Z","2023-05-25","2023-06-01","","false","BBSF","true","false","","5,642,772","40,000,000","USD","CNY","","","","","","","","","","","","","","","","","39999918","","CNY","","5642772","","USD","","7.0887","USD/CNY","2023-06-01","","","15,714.62504","USD","","","","","","","7.0887","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302372","634474487","CORR","","2023-05-25T13:00:19Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-25T13:00:19Z","2023-05-25","2023-06-01","","false","BBSF","true","false","","5,642,772","40,000,000","USD","CNY","","","","","","","","","","","","","","","","","5642772","","USD","","39999918","","CNY","","7.0887","CNY/USD","2023-06-01","","","16,025.47248","USD","","","","","","","7.0887","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302373","639570778","CORR","","2023-05-26T12:58:53Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-26T12:58:53Z","2023-05-26","2023-06-02","","false","BBSF","true","false","","6,786,672","48,000,000","USD","CNY","","","","","","","","","","","","","","","","","6786672","","USD","","48000095","","CNY","","7.0727","CNY/USD","2023-06-02","","","19,274.14848","USD","","","","","","","7.0727","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302374","634434156","CORR","","2023-05-25T11:21:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-25T11:21:43Z","2023-05-25","2023-06-09","","false","BBSF","false","true","","25,000,000","175,000,000","USD","CNY","","","","","","","","","","","","","","","","","25000000","","USD","","180000000","","CNY","","7","CNY/USD","2023-06-09","","","296,000","USD","","","","","","","7","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302375","634434157","CORR","","2023-05-25T11:21:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-25T11:21:43Z","2023-05-25","2023-06-09","","false","BBSF","false","true","","25,352,000","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","25352000","","USD","","179999200","","CNY","","7.1","CNY/USD","2023-06-09","","","83,915.12","USD","","","","","","","7.1","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302376","634434159","CORR","","2023-05-25T11:21:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-25T11:21:43Z","2023-05-25","2023-06-09","","false","BBSF","false","true","","25,174,750","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","25174750","","USD","","179999463","","CNY","","7.15","CNY/USD","2023-06-09","","","33,482.4175","USD","","","","","","","7.15","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302377","634434158","CORR","","2023-05-25T11:21:43Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-25T11:21:43Z","2023-05-25","2023-06-09","","false","BBSF","false","true","","25,000,000","180,000,000","USD","CNY","","","","","","","","","","","","","","","","","25000000","","USD","","180000000","","CNY","","7.2","CNY/USD","2023-06-09","","","13,750","USD","","","","","","","7.2","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302378","639570767","CORR","","2023-05-26T12:58:53Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-26T12:58:53Z","2023-05-26","2023-06-02","","false","BBSF","true","false","","6,786,672","48,000,000","USD","CNY","","","","","","","","","","","","","","","","","48000095","","CNY","","6786672","","USD","","7.0727","USD/CNY","2023-06-02","","","19,749.21552","USD","","","","","","","7.0727","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302379","638082943","CORR","","2023-05-29T12:56:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-29T12:56:24Z","2023-05-29","2023-06-05","","false","BBSF","true","false","","5,931,960","42,000,000","USD","CNY","","","","","","","","","","","","","","","","","5931960","","USD","","42000056","","CNY","","7.0803","CNY/USD","2023-06-05","","","15,927.3126","USD","","","","","","","7.0803","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302380","638082944","CORR","","2023-05-29T12:56:24Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-29T12:56:24Z","2023-05-29","2023-06-05","","false","BBSF","true","false","","5,931,960","42,000,000","USD","CNY","","","","","","","","","","","","","","","","","42000056","","CNY","","5931960","","USD","","7.0803","USD/CNY","2023-06-05","","","16,045.9518","USD","","","","","","","7.0803","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302381","639580181","CORR","","2023-05-30T12:36:14Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-30T12:36:14Z","2023-05-30","2023-06-06","","false","BBSF","true","true","","7,621,736","54,000,000","USD","CNY","","","","","","","","","","","","","","","","","7621736","","USD","","54000000","","CNY","","7.085","CNY/USD","2023-06-06","","","23,055.7514","USD","","","","","","","7.085","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302382","639580182","CORR","","2023-05-30T12:36:14Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-30T12:36:14Z","2023-05-30","2023-06-06","","false","BBSF","true","true","","7,621,736","54,000,000","USD","CNY","","","","","","","","","","","","","","","","","54000000","","CNY","","7621736","","USD","","7.085","USD/CNY","2023-06-06","","","22,103.0344","USD","","","","","","","7.085","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302383","709916811","CORR","","2023-06-01T12:45:23Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-01T12:45:23Z","2023-06-01","2023-06-08","","false","BBSF","true","true","","10,957,879","78,000,000","USD","CNY","","","","","","","","","","","","","","","","","78000374","","CNY","","10957879","","USD","","7.1182","USD/CNY","2023-06-08","","","37,804.68255","USD","","","","","","","7.1182","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302384","709918240","CORR","","2023-06-01T12:45:23Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-01T12:45:23Z","2023-06-01","2023-06-08","","false","BBSF","true","true","","10,957,879","78,000,000","USD","CNY","","","","","","","","","","","","","","","","","10957879","","USD","","78000374","","CNY","","7.1182","CNY/USD","2023-06-08","","","36,599.31586","USD","","","","","","","7.1182","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302385","645587620","CORR","","2023-06-02T13:14:55Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-02T13:14:55Z","2023-06-02","2023-06-09","","false","BBSF","true","true","","12,000,000","84,992,471","USD","CNY","","","","","","","","","","","","","","","","","12000000","","USD","","84000000","","CNY","","7.0827","CNY/USD","2023-06-09","","","39,360.0328","USD","","","","","","","7.0827","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302386","641896988","CORR","","2023-05-31T16:58:37Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-31T16:58:37Z","2023-05-31","2023-06-29","","false","BBSF","true","true","","10,000,000","70,100,000","USD","CNY","","","","","","","","","","","","","","","","","70000000","","CNY","","10000000","","USD","","7.01","USD/CNY","2023-06-29","","","19,500","USD","","","","","","","7.01","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302387","641896985","CORR","","2023-05-31T16:58:37Z","","FX","ForeignExchange:VanillaOption","N","false","2023-05-31T16:58:37Z","2023-05-31","2023-06-29","","false","BBSF","true","true","","9,986,100","72,000,000","USD","CNY","","","","","","","","","","","","","","","","","9986100","","USD","","71999781","","CNY","","7.21","CNY/USD","2023-06-29","","","19,972.2","USD","","","","","","","7.21","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302388","645587621","CORR","","2023-06-02T13:14:55Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-02T13:14:55Z","2023-06-02","2023-06-09","","false","BBSF","true","true","","12,000,000","84,992,471","USD","CNY","","","","","","","","","","","","","","","","","84000000","","CNY","","12000000","","USD","","7.0827","USD/CNY","2023-06-09","","","39,240.0327","USD","","","","","","","7.0827","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302389","646819563","CORR","","2023-06-05T12:55:08Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-05T12:55:08Z","2023-06-05","2023-06-12","","false","BBSF","true","true","","11,645,478","83,000,000","USD","CNY","","","","","","","","","","","","","","","","","11645478","","USD","","82999651","","CNY","","7.1272","CNY/USD","2023-06-12","","","35,344.5234","USD","","","","","","","7.1272","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302390","646819565","CORR","","2023-06-05T12:55:08Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-05T12:55:08Z","2023-06-05","2023-06-12","","false","BBSF","true","true","","11,645,478","83,000,000","USD","CNY","","","","","","","","","","","","","","","","","82999651","","CNY","","11645478","","USD","","7.1272","USD/CNY","2023-06-12","","","35,692.8924","USD","","","","","","","7.1272","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302391","648484031","CORR","","2023-06-06T13:01:49Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-06T13:01:49Z","2023-06-06","2023-06-13","","false","BBSF","true","false","","7,012,600","50,000,000","USD","CNY","","","","","","","","","","","","","","","","","7012600","","USD","","49999838","","CNY","","7.13","CNY/USD","2023-06-13","","","21,142.989","USD","","","","","","","7.13","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","CALL","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302392","648484032","CORR","","2023-06-06T13:01:49Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-06T13:01:49Z","2023-06-06","2023-06-13","","false","BBSF","true","false","","7,012,600","50,000,000","USD","CNY","","","","","","","","","","","","","","","","","49999838","","CNY","","7012600","","USD","","7.13","USD/CNY","2023-06-13","","","21,984.501","USD","","","","","","","7.13","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
"722302393","650061830","CORR","","2023-06-07T12:39:42Z","","FX","ForeignExchange:VanillaOption","N","false","2023-06-07T12:39:42Z","2023-06-07","2023-06-14","","false","BBSF","true","true","","7,000,000","49,841,628","USD","CNY","","","","","","","","","","","","","","","","","51000000","","CNY","","7000000","","USD","","7.1202","USD/CNY","2023-06-14","","","21,700.0992","USD","","","","","","","7.1202","USD/CNY","false","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","false","","","","","","","","","PUT","EUROPEAN","true","9.9999999999","","3","","","","",""
